M.F,Admit,Dept
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,Yes,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,No,D
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,Yes,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,No,E
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,Yes,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Male,No,F
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,Yes,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,No,A
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,Yes,B
Female,No,B
Female,No,B
Female,No,B
Female,No,B
Female,No,B
Female,No,B
Female,No,B
Female,No,B
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,Yes,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,No,C
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
