ID,Age.Cohort,Age,Gender,Expenditures,Ethnicity
62935,E.22-50,33,Female,42458,White not Hispanic
62957,E.22-50,22,Male,40648,White not Hispanic
63343,E.22-50,27,Male,36712,Asian
63363,E.22-50,22,Male,31138,White not Hispanic
63384,C.13-17,15,Female,2917,Asian
63810,F.51-Over,68,Male,43945,White not Hispanic
63833,E.22-50,27,Male,49793,White not Hispanic
63959,D.18-21,20,Female,10247,Hispanic
63992,F.51-Over,59,Male,33110,White not Hispanic
64041,B.6-12,6,Female,1722,White not Hispanic
64083,F.51-Over,75,Male,50261,White not Hispanic
64181,B.6-12,8,Male,2153,Hispanic
64182,B.6-12,12,Male,847,Hispanic
64192,F.51-Over,66,Female,50910,White not Hispanic
64319,D.18-21,20,Male,11470,Hispanic
64421,B.6-12,10,Female,3584,Black
64429,C.13-17,17,Female,2722,White not Hispanic
64820,F.51-Over,63,Male,48614,White not Hispanic
64829,D.18-21,18,Male,6991,White not Hispanic
64899,C.13-17,16,Female,3698,Hispanic
65036,E.22-50,28,Male,33278,Asian
65255,F.51-Over,54,Female,50141,Native Hawaiian
65274,A.0-5,5,Female,2308,Hispanic
65331,C.13-17,17,Male,4527,Hispanic
65394,B.6-12,6,Female,1254,Hispanic
65419,C.13-17,16,Male,4017,White not Hispanic
65431,F.51-Over,53,Male,53457,White not Hispanic
65619,D.18-21,20,Male,6829,White not Hispanic
65675,B.6-12,10,Male,1110,Hispanic
65787,C.13-17,15,Male,3423,Hispanic
65901,B.6-12,12,Male,1184,Hispanic
65907,B.6-12,12,Male,1854,Black
66098,B.6-12,12,Male,1689,Hispanic
66116,D.18-21,18,Male,10535,Asian
66375,B.6-12,10,Male,1560,Hispanic
66446,D.18-21,18,Male,6620,Asian
66577,D.18-21,19,Male,14729,Hispanic
66734,E.22-50,23,Female,40394,White not Hispanic
66769,C.13-17,17,Male,3520,White not Hispanic
66818,D.18-21,19,Female,14926,Hispanic
66840,E.22-50,26,Female,44588,White not Hispanic
66841,F.51-Over,52,Male,39536,White not Hispanic
67058,E.22-50,24,Female,45735,White not Hispanic
67230,B.6-12,11,Female,2143,Hispanic
67231,E.22-50,22,Female,44002,White not Hispanic
67248,D.18-21,18,Male,8511,Hispanic
67343,F.51-Over,65,Male,55442,Black
67403,D.18-21,18,Male,9846,Asian
67408,E.22-50,23,Male,49548,Hispanic
67535,B.6-12,6,Male,2493,Hispanic
67616,D.18-21,20,Female,13579,Hispanic
67660,E.22-50,33,Male,44765,White not Hispanic
67740,E.22-50,39,Male,36621,Hispanic
67805,E.22-50,27,Male,50301,White not Hispanic
67978,E.22-50,27,Female,32886,Asian
68112,E.22-50,36,Male,38400,Black
68296,D.18-21,18,Male,10299,White not Hispanic
68353,E.22-50,25,Male,34425,White not Hispanic
68357,E.22-50,27,Male,38331,White not Hispanic
68378,B.6-12,11,Male,2498,Hispanic
68507,D.18-21,20,Female,6771,Asian
68570,D.18-21,20,Male,12265,Asian
68685,E.22-50,27,Male,50353,White not Hispanic
68697,C.13-17,16,Female,2797,Hispanic
68724,B.6-12,8,Female,1733,Black
68759,B.6-12,10,Female,992,White not Hispanic
68824,A.0-5,5,Female,1339,Asian
68830,B.6-12,8,Male,1594,Asian
68863,C.13-17,13,Female,3332,White not Hispanic
68944,C.13-17,13,Male,4963,Hispanic
68956,B.6-12,8,Female,1417,Hispanic
69156,D.18-21,18,Female,10969,White not Hispanic
69282,B.6-12,9,Male,2643,Hispanic
69499,D.18-21,20,Male,10976,Asian
69542,A.0-5,5,Female,1053,Multi Race
69581,B.6-12,7,Female,1903,Hispanic
69608,C.13-17,16,Male,2760,Hispanic
69614,D.18-21,18,Female,8567,White not Hispanic
69616,D.18-21,21,Female,12172,White not Hispanic
69726,D.18-21,19,Female,6690,Hispanic
69933,D.18-21,19,Female,11629,Hispanic
70035,E.22-50,30,Female,40727,Native Hawaiian
70210,C.13-17,17,Female,5055,Hispanic
70230,C.13-17,17,Male,3052,White not Hispanic
70244,E.22-50,39,Female,56716,White not Hispanic
70290,C.13-17,15,Male,3911,Hispanic
70594,C.13-17,14,Female,3060,Asian
70609,D.18-21,18,Male,3225,Hispanic
70727,D.18-21,20,Male,11242,White not Hispanic
70807,C.13-17,17,Male,4152,Hispanic
70929,D.18-21,19,Female,7805,Hispanic
71045,C.13-17,15,Male,3702,Hispanic
71073,C.13-17,14,Female,5062,Multi Race
71233,B.6-12,9,Female,1690,White not Hispanic
71271,E.22-50,27,Female,39454,Asian
71346,F.51-Over,53,Male,49380,White not Hispanic
71422,D.18-21,20,Female,16677,Hispanic
71440,C.13-17,13,Male,3395,Hispanic
71526,F.51-Over,65,Female,54874,White not Hispanic
71763,B.6-12,6,Female,3099,Hispanic
71846,C.13-17,17,Female,3088,Hispanic
71847,D.18-21,18,Male,14221,Hispanic
71928,D.18-21,20,Male,12392,Asian
71969,C.13-17,16,Male,4166,Black
72028,D.18-21,19,Female,11032,White not Hispanic
72101,E.22-50,34,Male,40546,White not Hispanic
72341,B.6-12,6,Male,2597,Asian
72365,D.18-21,19,Male,11068,White not Hispanic
72418,B.6-12,9,Female,2634,Hispanic
72424,E.22-50,34,Female,45409,Hispanic
72511,F.51-Over,56,Male,52618,Black
72593,E.22-50,22,Female,31853,Black
72606,D.18-21,18,Female,3829,Hispanic
72613,D.18-21,21,Female,7166,White not Hispanic
72729,C.13-17,16,Male,4615,Other
72808,D.18-21,18,Male,11282,Asian
72893,C.13-17,16,Female,3060,Hispanic
72903,A.0-5,5,Female,1702,Hispanic
72982,D.18-21,21,Male,6977,Hispanic
73085,D.18-21,20,Male,10898,White not Hispanic
73176,C.13-17,13,Male,3419,Asian
73402,C.13-17,14,Female,3633,Hispanic
73569,D.18-21,18,Female,12603,Hispanic
73713,F.51-Over,62,Female,50219,White not Hispanic
73750,B.6-12,8,Male,2261,Black
73758,B.6-12,6,Male,3203,Hispanic
73772,E.22-50,35,Female,42329,White not Hispanic
73907,B.6-12,8,Female,1609,Hispanic
74044,D.18-21,18,Male,11176,Hispanic
74146,D.18-21,19,Female,8398,White not Hispanic
74185,B.6-12,7,Male,1728,White not Hispanic
74272,D.18-21,19,Male,11180,Hispanic
74463,E.22-50,27,Female,28581,Asian
74521,B.6-12,12,Male,1416,Hispanic
74523,C.13-17,15,Male,3677,Hispanic
74683,C.13-17,15,Male,4616,White not Hispanic
74721,F.51-Over,90,Female,58392,American Indian
74878,B.6-12,9,Male,1661,Hispanic
74891,A.0-5,5,Female,1611,Black
74906,D.18-21,21,Male,9363,White not Hispanic
74924,C.13-17,17,Female,5347,Hispanic
74925,C.13-17,14,Female,4378,Hispanic
74970,D.18-21,20,Female,10815,White not Hispanic
75037,B.6-12,10,Female,2368,White not Hispanic
75049,E.22-50,30,Female,40572,Hispanic
75122,F.51-Over,72,Female,50198,White not Hispanic
75138,B.6-12,11,Male,793,Hispanic
75140,C.13-17,14,Male,2551,White not Hispanic
75193,D.18-21,19,Female,8804,White not Hispanic
75607,B.6-12,10,Female,2865,Hispanic
75696,A.0-5,3,Female,1167,Hispanic
75753,C.13-17,13,Female,5098,White not Hispanic
75806,C.13-17,15,Male,5304,Hispanic
75960,E.22-50,36,Male,38246,White not Hispanic
76011,B.6-12,12,Male,1776,Hispanic
76065,D.18-21,20,Female,15711,Hispanic
76344,B.6-12,12,Male,3704,Hispanic
76353,F.51-Over,66,Male,47006,White not Hispanic
76461,C.13-17,13,Male,4710,Asian
76518,F.51-Over,88,Female,56415,White not Hispanic
76533,D.18-21,18,Male,11240,White not Hispanic
76547,F.51-Over,79,Female,58469,White not Hispanic
76701,C.13-17,14,Male,4842,White not Hispanic
76737,C.13-17,14,Male,2701,White not Hispanic
76776,F.51-Over,90,Female,57845,White not Hispanic
76834,D.18-21,21,Male,6482,White not Hispanic
76865,D.18-21,20,Male,9162,Hispanic
76990,D.18-21,21,Female,12552,White not Hispanic
77021,E.22-50,32,Male,30791,White not Hispanic
77155,D.18-21,19,Female,9341,Hispanic
77193,E.22-50,30,Male,48121,Hispanic
77349,C.13-17,16,Male,3047,White not Hispanic
77450,D.18-21,18,Male,3707,Asian
77463,F.51-Over,71,Female,52421,Asian
77587,D.18-21,18,Female,18435,Asian
77596,E.22-50,24,Male,37367,Hispanic
77607,C.13-17,15,Female,4260,Hispanic
77654,A.0-5,0,Female,1458,Hispanic
77715,D.18-21,20,Male,12234,Asian
77829,E.22-50,39,Male,33259,White not Hispanic
77916,B.6-12,6,Female,1804,Hispanic
77933,F.51-Over,51,Female,52105,White not Hispanic
78026,B.6-12,10,Female,1934,Hispanic
78221,E.22-50,30,Male,40268,White not Hispanic
78254,E.22-50,23,Male,37479,Native Hawaiian
78364,F.51-Over,75,Female,65581,Hispanic
78374,F.51-Over,66,Male,42160,White not Hispanic
78383,B.6-12,7,Female,3125,Black
78532,D.18-21,21,Female,7683,Asian
78612,E.22-50,35,Female,33070,White not Hispanic
78803,E.22-50,32,Male,32704,White not Hispanic
79152,D.18-21,21,Male,11491,Black
79204,D.18-21,19,Male,5303,White not Hispanic
79379,E.22-50,25,Female,46437,Hispanic
79645,E.22-50,32,Male,28205,American Indian
79659,A.0-5,0,Female,1704,White not Hispanic
79711,E.22-50,31,Male,33051,White not Hispanic
79930,E.22-50,23,Male,50542,Asian
80142,E.22-50,27,Male,37708,Hispanic
80225,B.6-12,6,Female,987,Hispanic
80338,B.6-12,10,Female,1590,Hispanic
80426,D.18-21,19,Female,15527,White not Hispanic
80439,C.13-17,17,Female,4496,Hispanic
80464,D.18-21,20,Female,13264,Asian
80529,B.6-12,8,Female,2459,White not Hispanic
80534,F.51-Over,71,Male,58594,Black
80636,D.18-21,21,Male,13468,Hispanic
80688,E.22-50,22,Female,40240,Asian
80955,B.6-12,11,Male,2727,White not Hispanic
81195,D.18-21,21,Male,9923,Asian
81203,E.22-50,37,Male,41550,White not Hispanic
81394,E.22-50,23,Male,36521,White not Hispanic
81488,B.6-12,11,Female,1905,Hispanic
81512,D.18-21,20,Female,7237,White not Hispanic
81530,E.22-50,22,Male,28061,Black
81669,E.22-50,24,Female,42746,White not Hispanic
81703,E.22-50,26,Male,34915,White not Hispanic
81816,D.18-21,18,Female,7144,White not Hispanic
81823,C.13-17,15,Female,3251,Hispanic
81913,E.22-50,30,Male,42070,Hispanic
81916,E.22-50,23,Male,40159,Hispanic
82022,E.22-50,22,Male,37201,White not Hispanic
82126,F.51-Over,53,Male,50176,Hispanic
82186,B.6-12,7,Male,1691,Asian
82230,E.22-50,29,Female,46356,White not Hispanic
82254,E.22-50,33,Male,38762,White not Hispanic
82355,F.51-Over,72,Male,60808,Black
82582,F.51-Over,62,Male,47709,White not Hispanic
82743,D.18-21,18,Female,10439,Hispanic
82904,D.18-21,20,Female,11810,Hispanic
82928,E.22-50,31,Male,34021,Hispanic
83000,F.51-Over,80,Male,68890,White not Hispanic
83149,F.51-Over,70,Male,50230,Hispanic
83212,E.22-50,29,Male,36658,White not Hispanic
83224,F.51-Over,73,Male,51455,White not Hispanic
83404,D.18-21,20,Male,9932,Hispanic
83443,D.18-21,20,Female,11803,Asian
83495,E.22-50,40,Male,48064,Asian
83771,C.13-17,13,Female,4473,White not Hispanic
83851,E.22-50,24,Male,30803,Asian
83897,E.22-50,32,Female,37637,White not Hispanic
83972,F.51-Over,62,Male,44111,White not Hispanic
84259,D.18-21,18,Male,8985,White not Hispanic
84336,E.22-50,28,Female,48968,Asian
84362,B.6-12,6,Male,2924,Hispanic
84388,A.0-5,2,Female,697,Multi Race
84436,E.22-50,24,Female,37663,Hispanic
84477,D.18-21,19,Male,9675,Black
84484,C.13-17,17,Female,4216,Asian
84737,C.13-17,14,Female,5576,White not Hispanic
84833,E.22-50,25,Male,31943,Hispanic
84949,B.6-12,7,Female,2834,Black
84996,B.6-12,12,Male,1531,White not Hispanic
85005,C.13-17,15,Female,5254,White not Hispanic
85129,E.22-50,23,Male,44219,White not Hispanic
85179,E.22-50,28,Male,26178,Hispanic
85261,C.13-17,14,Female,3189,White not Hispanic
85301,B.6-12,12,Female,3732,Hispanic
85491,E.22-50,23,Male,25348,Asian
85501,D.18-21,21,Female,8957,Hispanic
85633,C.13-17,14,Female,5280,Hispanic
85639,E.22-50,33,Male,39010,White not Hispanic
85741,E.22-50,41,Female,49223,White not Hispanic
85775,D.18-21,19,Female,12243,Asian
86019,E.22-50,25,Male,40999,Asian
86084,D.18-21,20,Female,3749,Hispanic
86328,B.6-12,9,Female,1416,Hispanic
86396,E.22-50,32,Female,33630,White not Hispanic
86416,E.22-50,26,Male,33634,Asian
86565,D.18-21,19,Male,9760,Hispanic
86579,E.22-50,42,Female,51084,Black
86599,B.6-12,11,Male,1984,White not Hispanic
86667,E.22-50,30,Male,40927,White not Hispanic
86893,E.22-50,39,Female,31076,White not Hispanic
87080,C.13-17,16,Female,4915,White not Hispanic
87143,C.13-17,17,Female,3747,Hispanic
87358,D.18-21,21,Female,9700,White not Hispanic
87444,C.13-17,14,Female,1893,Multi Race
87697,C.13-17,17,Female,4221,Hispanic
87737,F.51-Over,91,Male,54481,Asian
87869,B.6-12,10,Female,3060,Hispanic
87923,E.22-50,24,Female,34274,Asian
88118,D.18-21,19,Female,12523,Hispanic
88132,F.51-Over,71,Female,56365,White not Hispanic
88276,A.0-5,4,Female,1645,Asian
88284,B.6-12,11,Male,2839,Hispanic
88508,B.6-12,8,Female,3572,White not Hispanic
88618,E.22-50,31,Male,39172,White not Hispanic
88739,B.6-12,8,Female,1714,Hispanic
88757,F.51-Over,72,Male,43957,White not Hispanic
88930,F.51-Over,62,Female,58480,White not Hispanic
89102,E.22-50,26,Female,43109,Black
89108,B.6-12,7,Female,1875,Hispanic
89124,F.51-Over,63,Male,50030,White not Hispanic
89132,D.18-21,21,Male,8707,Hispanic
89286,B.6-12,8,Female,2717,Hispanic
89316,A.0-5,5,Female,1684,Hispanic
89334,D.18-21,20,Male,7743,White not Hispanic
89361,D.18-21,19,Female,7475,Asian
89611,B.6-12,9,Male,2753,White not Hispanic
89809,D.18-21,19,Female,8820,Asian
89925,D.18-21,19,Female,5988,Hispanic
90037,D.18-21,21,Male,11327,Black
90151,C.13-17,16,Female,3702,Hispanic
90220,C.13-17,13,Female,3887,Hispanic
90233,D.18-21,19,Male,9979,Asian
90239,D.18-21,18,Female,13730,Hispanic
90299,D.18-21,19,Male,7570,White not Hispanic
90432,E.22-50,27,Female,35720,White not Hispanic
90644,D.18-21,19,Female,7061,Black
90670,C.13-17,13,Female,5546,White not Hispanic
90814,C.13-17,16,Male,3666,White not Hispanic
90953,B.6-12,10,Female,669,Multi Race
90996,E.22-50,29,Female,40755,White not Hispanic
91011,E.22-50,32,Female,35435,Hispanic
91064,D.18-21,21,Male,6904,Hispanic
91288,E.22-50,29,Male,41268,White not Hispanic
91383,B.6-12,12,Male,1996,White not Hispanic
91756,C.13-17,14,Male,3703,Hispanic
91766,B.6-12,7,Female,2669,White not Hispanic
91966,C.13-17,14,Male,3319,Hispanic
92055,C.13-17,17,Female,3478,Hispanic
92109,D.18-21,20,Male,8359,White not Hispanic
92198,C.13-17,17,Male,4791,Hispanic
92207,B.6-12,6,Male,1898,Hispanic
92215,B.6-12,9,Female,2632,White not Hispanic
92265,E.22-50,32,Female,43662,White not Hispanic
92381,B.6-12,11,Female,620,White not Hispanic
92494,F.51-Over,73,Female,49088,White not Hispanic
92628,E.22-50,33,Male,40517,Hispanic
92700,A.0-5,4,Female,2543,White not Hispanic
92718,B.6-12,6,Male,1997,Hispanic
92766,B.6-12,8,Female,1189,Hispanic
92789,E.22-50,25,Male,39849,White not Hispanic
93080,E.22-50,23,Male,48349,White not Hispanic
93118,C.13-17,16,Male,4031,Asian
93194,B.6-12,8,Male,2623,Asian
93415,E.22-50,22,Female,50795,White not Hispanic
93495,B.6-12,10,Female,2484,Hispanic
93600,E.22-50,31,Male,39577,White not Hispanic
93628,B.6-12,6,Male,3259,Multi Race
93673,D.18-21,18,Male,9080,Asian
93702,E.22-50,27,Female,44293,Asian
93727,A.0-5,4,Female,1219,Asian
93757,D.18-21,18,Female,10298,White not Hispanic
93763,B.6-12,8,Male,2430,Hispanic
93871,C.13-17,14,Female,3792,Hispanic
94072,B.6-12,11,Female,1360,White not Hispanic
94273,C.13-17,15,Male,3099,Asian
94371,E.22-50,30,Male,51486,White not Hispanic
94442,B.6-12,11,Male,2212,Hispanic
94480,C.13-17,17,Female,5183,Black
94503,A.0-5,0,Male,1360,Hispanic
94540,E.22-50,25,Female,40952,White not Hispanic
94595,A.0-5,4,Female,2335,Multi Race
94648,E.22-50,40,Female,43175,White not Hispanic
94785,C.13-17,14,Male,4680,Hispanic
94819,D.18-21,20,Female,14003,Hispanic
94852,A.0-5,3,Female,1485,Hispanic
95110,E.22-50,29,Male,43048,White not Hispanic
95270,E.22-50,38,Male,29709,White not Hispanic
95313,F.51-Over,79,Female,57497,Asian
95673,F.51-Over,60,Female,62717,Hispanic
95812,E.22-50,38,Female,37378,Hispanic
95861,D.18-21,18,Male,12651,Asian
96081,C.13-17,16,Female,2104,Hispanic
96097,A.0-5,5,Female,222,Hispanic
96188,E.22-50,23,Male,42560,Asian
96258,E.22-50,29,Male,40614,Asian
96279,A.0-5,5,Female,1003,Hispanic
96367,E.22-50,26,Male,36440,Hispanic
96426,B.6-12,9,Male,2544,White not Hispanic
96466,C.13-17,17,Female,5241,Hispanic
96684,C.13-17,14,Male,3524,White not Hispanic
96739,E.22-50,30,Female,40125,White not Hispanic
96746,B.6-12,10,Male,3382,Asian
96840,F.51-Over,51,Female,48622,White not Hispanic
96974,C.13-17,17,Female,5276,White not Hispanic
97057,E.22-50,41,Male,50202,White not Hispanic
97122,E.22-50,44,Male,46144,Hispanic
97211,A.0-5,5,Female,240,Black
97268,E.22-50,23,Male,35016,White not Hispanic
97316,F.51-Over,75,Female,55956,White not Hispanic
97426,A.0-5,1,Female,2359,Multi Race
97793,B.6-12,9,Female,1048,Multi Race
97930,F.51-Over,69,Female,53561,White not Hispanic
98015,E.22-50,46,Male,52222,Hispanic
98235,E.22-50,28,Male,29588,Hispanic
98268,D.18-21,18,Female,10393,White not Hispanic
98269,E.22-50,38,Male,54191,White not Hispanic
98382,F.51-Over,54,Female,46312,White not Hispanic
98428,E.22-50,24,Male,49449,Asian
98522,C.13-17,13,Female,3097,White not Hispanic
98547,C.13-17,13,Female,3392,White not Hispanic
98562,C.13-17,15,Female,3641,Hispanic
98683,B.6-12,8,Male,2441,Hispanic
98792,A.0-5,5,Male,1411,Hispanic
99046,E.22-50,30,Female,35231,White not Hispanic
99114,D.18-21,18,Male,5298,Hispanic
99147,D.18-21,20,Male,7288,Asian
99529,A.0-5,2,Male,2258,Multi Race
99622,F.51-Over,86,Female,57055,White not Hispanic
99715,D.18-21,20,Male,7494,Hispanic
99718,C.13-17,17,Female,3673,Multi Race
99791,B.6-12,10,Male,3638,Hispanic
99898,E.22-50,23,Male,26702,White not Hispanic
